VBat1,VBat2,VBat3,TEx1,TEx2,TIn1,TIn2,TIn3,5VLine,12VLine,
  57,  55,  69,4095,4095,1469,1440,1295,2120,1315,1019,
  58,  56,  70,4095,4095,1468,1440,1298,2116,1355,1018,
  55,  56,  70,4095,4095,1467,1439,1301,2114,1343,1019,
  57,  55,  68,4095,4095,1468,1438,1299,2113,1347,1017,
  57,  55,  69,4095,4095,1469,1440,1299,2118,1348,1020,
  56,  55,  69,4095,4095,1469,1439,1296,2117,1333,1018,
  55,  57,  68,4095,4095,1467,1441,1300,2114,1351,1019,
  57,  56,  69,4095,4095,1467,1439,1301,2115,1337,1017,
  57,  55,  70,4095,4095,1469,1438,1298,2117,1353,1020,
  56,  56,  69,4095,4095,1468,1441,1300,2117,1341,1018,
  56,  57,  69,4095,4095,1469,1439,1297,2116,1341,1019,
  56,  56,  69,4095,4095,1469,1440,1298,2114,1338,1020,
